TC,T1,T2,FL,GMM
sub-A071/ses-BRATS/anat/sub-A071_ses-BRATS_ce_T1w.nii.gz,sub-A071/ses-BRATS/anat/sub-A071_ses-BRATS_T1w.nii.gz,sub-A071/ses-BRATS/anat/sub-A071_ses-BRATS_T2w.nii.gz,sub-A071/ses-BRATS/anat/sub-A071_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A071/anat/healthygmm.nii.gz
sub-A072/ses-BRATS/anat/sub-A072_ses-BRATS_ce_T1w.nii.gz,sub-A072/ses-BRATS/anat/sub-A072_ses-BRATS_T1w.nii.gz,sub-A072/ses-BRATS/anat/sub-A072_ses-BRATS_T2w.nii.gz,sub-A072/ses-BRATS/anat/sub-A072_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A072/anat/healthygmm.nii.gz
sub-A073/ses-BRATS/anat/sub-A073_ses-BRATS_ce_T1w.nii.gz,sub-A073/ses-BRATS/anat/sub-A073_ses-BRATS_T1w.nii.gz,sub-A073/ses-BRATS/anat/sub-A073_ses-BRATS_T2w.nii.gz,sub-A073/ses-BRATS/anat/sub-A073_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A073/anat/healthygmm.nii.gz
sub-A074/ses-BRATS/anat/sub-A074_ses-BRATS_ce_T1w.nii.gz,sub-A074/ses-BRATS/anat/sub-A074_ses-BRATS_T1w.nii.gz,sub-A074/ses-BRATS/anat/sub-A074_ses-BRATS_T2w.nii.gz,sub-A074/ses-BRATS/anat/sub-A074_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A074/anat/healthygmm.nii.gz
sub-A075/ses-BRATS/anat/sub-A075_ses-BRATS_ce_T1w.nii.gz,sub-A075/ses-BRATS/anat/sub-A075_ses-BRATS_T1w.nii.gz,sub-A075/ses-BRATS/anat/sub-A075_ses-BRATS_T2w.nii.gz,sub-A075/ses-BRATS/anat/sub-A075_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A075/anat/healthygmm.nii.gz
sub-A076/ses-BRATS/anat/sub-A076_ses-BRATS_ce_T1w.nii.gz,sub-A076/ses-BRATS/anat/sub-A076_ses-BRATS_T1w.nii.gz,sub-A076/ses-BRATS/anat/sub-A076_ses-BRATS_T2w.nii.gz,sub-A076/ses-BRATS/anat/sub-A076_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A076/anat/healthygmm.nii.gz
sub-A077/ses-BRATS/anat/sub-A077_ses-BRATS_ce_T1w.nii.gz,sub-A077/ses-BRATS/anat/sub-A077_ses-BRATS_T1w.nii.gz,sub-A077/ses-BRATS/anat/sub-A077_ses-BRATS_T2w.nii.gz,sub-A077/ses-BRATS/anat/sub-A077_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A077/anat/healthygmm.nii.gz
sub-A078/ses-BRATS/anat/sub-A078_ses-BRATS_ce_T1w.nii.gz,sub-A078/ses-BRATS/anat/sub-A078_ses-BRATS_T1w.nii.gz,sub-A078/ses-BRATS/anat/sub-A078_ses-BRATS_T2w.nii.gz,sub-A078/ses-BRATS/anat/sub-A078_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A078/anat/healthygmm.nii.gz
sub-A079/ses-BRATS/anat/sub-A079_ses-BRATS_ce_T1w.nii.gz,sub-A079/ses-BRATS/anat/sub-A079_ses-BRATS_T1w.nii.gz,sub-A079/ses-BRATS/anat/sub-A079_ses-BRATS_T2w.nii.gz,sub-A079/ses-BRATS/anat/sub-A079_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A079/anat/healthygmm.nii.gz
sub-A080/ses-BRATS/anat/sub-A080_ses-BRATS_ce_T1w.nii.gz,sub-A080/ses-BRATS/anat/sub-A080_ses-BRATS_T1w.nii.gz,sub-A080/ses-BRATS/anat/sub-A080_ses-BRATS_T2w.nii.gz,sub-A080/ses-BRATS/anat/sub-A080_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A080/anat/healthygmm.nii.gz
sub-A081/ses-BRATS/anat/sub-A081_ses-BRATS_ce_T1w.nii.gz,sub-A081/ses-BRATS/anat/sub-A081_ses-BRATS_T1w.nii.gz,sub-A081/ses-BRATS/anat/sub-A081_ses-BRATS_T2w.nii.gz,sub-A081/ses-BRATS/anat/sub-A081_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A081/anat/healthygmm.nii.gz
sub-A082/ses-BRATS/anat/sub-A082_ses-BRATS_ce_T1w.nii.gz,sub-A082/ses-BRATS/anat/sub-A082_ses-BRATS_T1w.nii.gz,sub-A082/ses-BRATS/anat/sub-A082_ses-BRATS_T2w.nii.gz,sub-A082/ses-BRATS/anat/sub-A082_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A082/anat/healthygmm.nii.gz
sub-A083/ses-BRATS/anat/sub-A083_ses-BRATS_ce_T1w.nii.gz,sub-A083/ses-BRATS/anat/sub-A083_ses-BRATS_T1w.nii.gz,sub-A083/ses-BRATS/anat/sub-A083_ses-BRATS_T2w.nii.gz,sub-A083/ses-BRATS/anat/sub-A083_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A083/anat/healthygmm.nii.gz
sub-A084/ses-BRATS/anat/sub-A084_ses-BRATS_ce_T1w.nii.gz,sub-A084/ses-BRATS/anat/sub-A084_ses-BRATS_T1w.nii.gz,sub-A084/ses-BRATS/anat/sub-A084_ses-BRATS_T2w.nii.gz,sub-A084/ses-BRATS/anat/sub-A084_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A084/anat/healthygmm.nii.gz
sub-A085/ses-BRATS/anat/sub-A085_ses-BRATS_ce_T1w.nii.gz,sub-A085/ses-BRATS/anat/sub-A085_ses-BRATS_T1w.nii.gz,sub-A085/ses-BRATS/anat/sub-A085_ses-BRATS_T2w.nii.gz,sub-A085/ses-BRATS/anat/sub-A085_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A085/anat/healthygmm.nii.gz
sub-A086/ses-BRATS/anat/sub-A086_ses-BRATS_ce_T1w.nii.gz,sub-A086/ses-BRATS/anat/sub-A086_ses-BRATS_T1w.nii.gz,sub-A086/ses-BRATS/anat/sub-A086_ses-BRATS_T2w.nii.gz,sub-A086/ses-BRATS/anat/sub-A086_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A086/anat/healthygmm.nii.gz
sub-A087/ses-BRATS/anat/sub-A087_ses-BRATS_ce_T1w.nii.gz,sub-A087/ses-BRATS/anat/sub-A087_ses-BRATS_T1w.nii.gz,sub-A087/ses-BRATS/anat/sub-A087_ses-BRATS_T2w.nii.gz,sub-A087/ses-BRATS/anat/sub-A087_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A087/anat/healthygmm.nii.gz
sub-A088/ses-BRATS/anat/sub-A088_ses-BRATS_ce_T1w.nii.gz,sub-A088/ses-BRATS/anat/sub-A088_ses-BRATS_T1w.nii.gz,sub-A088/ses-BRATS/anat/sub-A088_ses-BRATS_T2w.nii.gz,sub-A088/ses-BRATS/anat/sub-A088_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A088/anat/healthygmm.nii.gz
sub-A089/ses-BRATS/anat/sub-A089_ses-BRATS_ce_T1w.nii.gz,sub-A089/ses-BRATS/anat/sub-A089_ses-BRATS_T1w.nii.gz,sub-A089/ses-BRATS/anat/sub-A089_ses-BRATS_T2w.nii.gz,sub-A089/ses-BRATS/anat/sub-A089_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A089/anat/healthygmm.nii.gz
sub-A090/ses-BRATS/anat/sub-A090_ses-BRATS_ce_T1w.nii.gz,sub-A090/ses-BRATS/anat/sub-A090_ses-BRATS_T1w.nii.gz,sub-A090/ses-BRATS/anat/sub-A090_ses-BRATS_T2w.nii.gz,sub-A090/ses-BRATS/anat/sub-A090_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A090/anat/healthygmm.nii.gz
sub-A091/ses-BRATS/anat/sub-A091_ses-BRATS_ce_T1w.nii.gz,sub-A091/ses-BRATS/anat/sub-A091_ses-BRATS_T1w.nii.gz,sub-A091/ses-BRATS/anat/sub-A091_ses-BRATS_T2w.nii.gz,sub-A091/ses-BRATS/anat/sub-A091_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A091/anat/healthygmm.nii.gz
sub-A092/ses-BRATS/anat/sub-A092_ses-BRATS_ce_T1w.nii.gz,sub-A092/ses-BRATS/anat/sub-A092_ses-BRATS_T1w.nii.gz,sub-A092/ses-BRATS/anat/sub-A092_ses-BRATS_T2w.nii.gz,sub-A092/ses-BRATS/anat/sub-A092_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A092/anat/healthygmm.nii.gz
sub-A093/ses-BRATS/anat/sub-A093_ses-BRATS_ce_T1w.nii.gz,sub-A093/ses-BRATS/anat/sub-A093_ses-BRATS_T1w.nii.gz,sub-A093/ses-BRATS/anat/sub-A093_ses-BRATS_T2w.nii.gz,sub-A093/ses-BRATS/anat/sub-A093_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A093/anat/healthygmm.nii.gz
sub-A094/ses-BRATS/anat/sub-A094_ses-BRATS_ce_T1w.nii.gz,sub-A094/ses-BRATS/anat/sub-A094_ses-BRATS_T1w.nii.gz,sub-A094/ses-BRATS/anat/sub-A094_ses-BRATS_T2w.nii.gz,sub-A094/ses-BRATS/anat/sub-A094_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A094/anat/healthygmm.nii.gz
sub-A095/ses-BRATS/anat/sub-A095_ses-BRATS_ce_T1w.nii.gz,sub-A095/ses-BRATS/anat/sub-A095_ses-BRATS_T1w.nii.gz,sub-A095/ses-BRATS/anat/sub-A095_ses-BRATS_T2w.nii.gz,sub-A095/ses-BRATS/anat/sub-A095_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A095/anat/healthygmm.nii.gz
sub-A096/ses-BRATS/anat/sub-A096_ses-BRATS_ce_T1w.nii.gz,sub-A096/ses-BRATS/anat/sub-A096_ses-BRATS_T1w.nii.gz,sub-A096/ses-BRATS/anat/sub-A096_ses-BRATS_T2w.nii.gz,sub-A096/ses-BRATS/anat/sub-A096_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A096/anat/healthygmm.nii.gz
sub-A097/ses-BRATS/anat/sub-A097_ses-BRATS_ce_T1w.nii.gz,sub-A097/ses-BRATS/anat/sub-A097_ses-BRATS_T1w.nii.gz,sub-A097/ses-BRATS/anat/sub-A097_ses-BRATS_T2w.nii.gz,sub-A097/ses-BRATS/anat/sub-A097_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A097/anat/healthygmm.nii.gz
sub-A098/ses-BRATS/anat/sub-A098_ses-BRATS_ce_T1w.nii.gz,sub-A098/ses-BRATS/anat/sub-A098_ses-BRATS_T1w.nii.gz,sub-A098/ses-BRATS/anat/sub-A098_ses-BRATS_T2w.nii.gz,sub-A098/ses-BRATS/anat/sub-A098_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A098/anat/healthygmm.nii.gz
sub-A099/ses-BRATS/anat/sub-A099_ses-BRATS_ce_T1w.nii.gz,sub-A099/ses-BRATS/anat/sub-A099_ses-BRATS_T1w.nii.gz,sub-A099/ses-BRATS/anat/sub-A099_ses-BRATS_T2w.nii.gz,sub-A099/ses-BRATS/anat/sub-A099_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A099/anat/healthygmm.nii.gz
sub-A100/ses-BRATS/anat/sub-A100_ses-BRATS_ce_T1w.nii.gz,sub-A100/ses-BRATS/anat/sub-A100_ses-BRATS_T1w.nii.gz,sub-A100/ses-BRATS/anat/sub-A100_ses-BRATS_T2w.nii.gz,sub-A100/ses-BRATS/anat/sub-A100_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A100/anat/healthygmm.nii.gz
sub-A101/ses-BRATS/anat/sub-A101_ses-BRATS_ce_T1w.nii.gz,sub-A101/ses-BRATS/anat/sub-A101_ses-BRATS_T1w.nii.gz,sub-A101/ses-BRATS/anat/sub-A101_ses-BRATS_T2w.nii.gz,sub-A101/ses-BRATS/anat/sub-A101_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A101/anat/healthygmm.nii.gz
sub-A102/ses-BRATS/anat/sub-A102_ses-BRATS_ce_T1w.nii.gz,sub-A102/ses-BRATS/anat/sub-A102_ses-BRATS_T1w.nii.gz,sub-A102/ses-BRATS/anat/sub-A102_ses-BRATS_T2w.nii.gz,sub-A102/ses-BRATS/anat/sub-A102_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A102/anat/healthygmm.nii.gz
sub-A103/ses-BRATS/anat/sub-A103_ses-BRATS_ce_T1w.nii.gz,sub-A103/ses-BRATS/anat/sub-A103_ses-BRATS_T1w.nii.gz,sub-A103/ses-BRATS/anat/sub-A103_ses-BRATS_T2w.nii.gz,sub-A103/ses-BRATS/anat/sub-A103_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A103/anat/healthygmm.nii.gz
sub-A104/ses-BRATS/anat/sub-A104_ses-BRATS_ce_T1w.nii.gz,sub-A104/ses-BRATS/anat/sub-A104_ses-BRATS_T1w.nii.gz,sub-A104/ses-BRATS/anat/sub-A104_ses-BRATS_T2w.nii.gz,sub-A104/ses-BRATS/anat/sub-A104_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A104/anat/healthygmm.nii.gz
sub-A105/ses-BRATS/anat/sub-A105_ses-BRATS_ce_T1w.nii.gz,sub-A105/ses-BRATS/anat/sub-A105_ses-BRATS_T1w.nii.gz,sub-A105/ses-BRATS/anat/sub-A105_ses-BRATS_T2w.nii.gz,sub-A105/ses-BRATS/anat/sub-A105_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A105/anat/healthygmm.nii.gz
sub-A106/ses-BRATS/anat/sub-A106_ses-BRATS_ce_T1w.nii.gz,sub-A106/ses-BRATS/anat/sub-A106_ses-BRATS_T1w.nii.gz,sub-A106/ses-BRATS/anat/sub-A106_ses-BRATS_T2w.nii.gz,sub-A106/ses-BRATS/anat/sub-A106_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A106/anat/healthygmm.nii.gz
sub-A107/ses-BRATS/anat/sub-A107_ses-BRATS_ce_T1w.nii.gz,sub-A107/ses-BRATS/anat/sub-A107_ses-BRATS_T1w.nii.gz,sub-A107/ses-BRATS/anat/sub-A107_ses-BRATS_T2w.nii.gz,sub-A107/ses-BRATS/anat/sub-A107_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A107/anat/healthygmm.nii.gz
sub-A108/ses-BRATS/anat/sub-A108_ses-BRATS_ce_T1w.nii.gz,sub-A108/ses-BRATS/anat/sub-A108_ses-BRATS_T1w.nii.gz,sub-A108/ses-BRATS/anat/sub-A108_ses-BRATS_T2w.nii.gz,sub-A108/ses-BRATS/anat/sub-A108_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A108/anat/healthygmm.nii.gz
sub-A109/ses-BRATS/anat/sub-A109_ses-BRATS_ce_T1w.nii.gz,sub-A109/ses-BRATS/anat/sub-A109_ses-BRATS_T1w.nii.gz,sub-A109/ses-BRATS/anat/sub-A109_ses-BRATS_T2w.nii.gz,sub-A109/ses-BRATS/anat/sub-A109_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A109/anat/healthygmm.nii.gz
sub-A110/ses-BRATS/anat/sub-A110_ses-BRATS_ce_T1w.nii.gz,sub-A110/ses-BRATS/anat/sub-A110_ses-BRATS_T1w.nii.gz,sub-A110/ses-BRATS/anat/sub-A110_ses-BRATS_T2w.nii.gz,sub-A110/ses-BRATS/anat/sub-A110_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A110/anat/healthygmm.nii.gz
sub-A111/ses-BRATS/anat/sub-A111_ses-BRATS_ce_T1w.nii.gz,sub-A111/ses-BRATS/anat/sub-A111_ses-BRATS_T1w.nii.gz,sub-A111/ses-BRATS/anat/sub-A111_ses-BRATS_T2w.nii.gz,sub-A111/ses-BRATS/anat/sub-A111_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A111/anat/healthygmm.nii.gz
sub-A112/ses-BRATS/anat/sub-A112_ses-BRATS_ce_T1w.nii.gz,sub-A112/ses-BRATS/anat/sub-A112_ses-BRATS_T1w.nii.gz,sub-A112/ses-BRATS/anat/sub-A112_ses-BRATS_T2w.nii.gz,sub-A112/ses-BRATS/anat/sub-A112_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A112/anat/healthygmm.nii.gz
sub-A113/ses-BRATS/anat/sub-A113_ses-BRATS_ce_T1w.nii.gz,sub-A113/ses-BRATS/anat/sub-A113_ses-BRATS_T1w.nii.gz,sub-A113/ses-BRATS/anat/sub-A113_ses-BRATS_T2w.nii.gz,sub-A113/ses-BRATS/anat/sub-A113_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A113/anat/healthygmm.nii.gz
sub-A114/ses-BRATS/anat/sub-A114_ses-BRATS_ce_T1w.nii.gz,sub-A114/ses-BRATS/anat/sub-A114_ses-BRATS_T1w.nii.gz,sub-A114/ses-BRATS/anat/sub-A114_ses-BRATS_T2w.nii.gz,sub-A114/ses-BRATS/anat/sub-A114_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A114/anat/healthygmm.nii.gz
sub-A115/ses-BRATS/anat/sub-A115_ses-BRATS_ce_T1w.nii.gz,sub-A115/ses-BRATS/anat/sub-A115_ses-BRATS_T1w.nii.gz,sub-A115/ses-BRATS/anat/sub-A115_ses-BRATS_T2w.nii.gz,sub-A115/ses-BRATS/anat/sub-A115_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A115/anat/healthygmm.nii.gz
sub-A116/ses-BRATS/anat/sub-A116_ses-BRATS_ce_T1w.nii.gz,sub-A116/ses-BRATS/anat/sub-A116_ses-BRATS_T1w.nii.gz,sub-A116/ses-BRATS/anat/sub-A116_ses-BRATS_T2w.nii.gz,sub-A116/ses-BRATS/anat/sub-A116_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A116/anat/healthygmm.nii.gz
sub-A117/ses-BRATS/anat/sub-A117_ses-BRATS_ce_T1w.nii.gz,sub-A117/ses-BRATS/anat/sub-A117_ses-BRATS_T1w.nii.gz,sub-A117/ses-BRATS/anat/sub-A117_ses-BRATS_T2w.nii.gz,sub-A117/ses-BRATS/anat/sub-A117_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A117/anat/healthygmm.nii.gz
sub-A118/ses-BRATS/anat/sub-A118_ses-BRATS_ce_T1w.nii.gz,sub-A118/ses-BRATS/anat/sub-A118_ses-BRATS_T1w.nii.gz,sub-A118/ses-BRATS/anat/sub-A118_ses-BRATS_T2w.nii.gz,sub-A118/ses-BRATS/anat/sub-A118_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A118/anat/healthygmm.nii.gz
sub-A119/ses-BRATS/anat/sub-A119_ses-BRATS_ce_T1w.nii.gz,sub-A119/ses-BRATS/anat/sub-A119_ses-BRATS_T1w.nii.gz,sub-A119/ses-BRATS/anat/sub-A119_ses-BRATS_T2w.nii.gz,sub-A119/ses-BRATS/anat/sub-A119_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A119/anat/healthygmm.nii.gz
sub-A120/ses-BRATS/anat/sub-A120_ses-BRATS_ce_T1w.nii.gz,sub-A120/ses-BRATS/anat/sub-A120_ses-BRATS_T1w.nii.gz,sub-A120/ses-BRATS/anat/sub-A120_ses-BRATS_T2w.nii.gz,sub-A120/ses-BRATS/anat/sub-A120_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A120/anat/healthygmm.nii.gz
sub-A121/ses-BRATS/anat/sub-A121_ses-BRATS_ce_T1w.nii.gz,sub-A121/ses-BRATS/anat/sub-A121_ses-BRATS_T1w.nii.gz,sub-A121/ses-BRATS/anat/sub-A121_ses-BRATS_T2w.nii.gz,sub-A121/ses-BRATS/anat/sub-A121_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A121/anat/healthygmm.nii.gz
sub-A122/ses-BRATS/anat/sub-A122_ses-BRATS_ce_T1w.nii.gz,sub-A122/ses-BRATS/anat/sub-A122_ses-BRATS_T1w.nii.gz,sub-A122/ses-BRATS/anat/sub-A122_ses-BRATS_T2w.nii.gz,sub-A122/ses-BRATS/anat/sub-A122_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A122/anat/healthygmm.nii.gz
sub-A123/ses-BRATS/anat/sub-A123_ses-BRATS_ce_T1w.nii.gz,sub-A123/ses-BRATS/anat/sub-A123_ses-BRATS_T1w.nii.gz,sub-A123/ses-BRATS/anat/sub-A123_ses-BRATS_T2w.nii.gz,sub-A123/ses-BRATS/anat/sub-A123_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A123/anat/healthygmm.nii.gz
sub-A124/ses-BRATS/anat/sub-A124_ses-BRATS_ce_T1w.nii.gz,sub-A124/ses-BRATS/anat/sub-A124_ses-BRATS_T1w.nii.gz,sub-A124/ses-BRATS/anat/sub-A124_ses-BRATS_T2w.nii.gz,sub-A124/ses-BRATS/anat/sub-A124_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A124/anat/healthygmm.nii.gz
sub-A125/ses-BRATS/anat/sub-A125_ses-BRATS_ce_T1w.nii.gz,sub-A125/ses-BRATS/anat/sub-A125_ses-BRATS_T1w.nii.gz,sub-A125/ses-BRATS/anat/sub-A125_ses-BRATS_T2w.nii.gz,sub-A125/ses-BRATS/anat/sub-A125_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A125/anat/healthygmm.nii.gz
sub-A126/ses-BRATS/anat/sub-A126_ses-BRATS_ce_T1w.nii.gz,sub-A126/ses-BRATS/anat/sub-A126_ses-BRATS_T1w.nii.gz,sub-A126/ses-BRATS/anat/sub-A126_ses-BRATS_T2w.nii.gz,sub-A126/ses-BRATS/anat/sub-A126_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A126/anat/healthygmm.nii.gz
sub-A127/ses-BRATS/anat/sub-A127_ses-BRATS_ce_T1w.nii.gz,sub-A127/ses-BRATS/anat/sub-A127_ses-BRATS_T1w.nii.gz,sub-A127/ses-BRATS/anat/sub-A127_ses-BRATS_T2w.nii.gz,sub-A127/ses-BRATS/anat/sub-A127_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A127/anat/healthygmm.nii.gz
sub-A128/ses-BRATS/anat/sub-A128_ses-BRATS_ce_T1w.nii.gz,sub-A128/ses-BRATS/anat/sub-A128_ses-BRATS_T1w.nii.gz,sub-A128/ses-BRATS/anat/sub-A128_ses-BRATS_T2w.nii.gz,sub-A128/ses-BRATS/anat/sub-A128_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A128/anat/healthygmm.nii.gz
sub-A129/ses-BRATS/anat/sub-A129_ses-BRATS_ce_T1w.nii.gz,sub-A129/ses-BRATS/anat/sub-A129_ses-BRATS_T1w.nii.gz,sub-A129/ses-BRATS/anat/sub-A129_ses-BRATS_T2w.nii.gz,sub-A129/ses-BRATS/anat/sub-A129_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A129/anat/healthygmm.nii.gz
sub-A130/ses-BRATS/anat/sub-A130_ses-BRATS_ce_T1w.nii.gz,sub-A130/ses-BRATS/anat/sub-A130_ses-BRATS_T1w.nii.gz,sub-A130/ses-BRATS/anat/sub-A130_ses-BRATS_T2w.nii.gz,sub-A130/ses-BRATS/anat/sub-A130_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A130/anat/healthygmm.nii.gz
sub-A131/ses-BRATS/anat/sub-A131_ses-BRATS_ce_T1w.nii.gz,sub-A131/ses-BRATS/anat/sub-A131_ses-BRATS_T1w.nii.gz,sub-A131/ses-BRATS/anat/sub-A131_ses-BRATS_T2w.nii.gz,sub-A131/ses-BRATS/anat/sub-A131_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A131/anat/healthygmm.nii.gz
sub-A132/ses-BRATS/anat/sub-A132_ses-BRATS_ce_T1w.nii.gz,sub-A132/ses-BRATS/anat/sub-A132_ses-BRATS_T1w.nii.gz,sub-A132/ses-BRATS/anat/sub-A132_ses-BRATS_T2w.nii.gz,sub-A132/ses-BRATS/anat/sub-A132_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A132/anat/healthygmm.nii.gz
sub-A133/ses-BRATS/anat/sub-A133_ses-BRATS_ce_T1w.nii.gz,sub-A133/ses-BRATS/anat/sub-A133_ses-BRATS_T1w.nii.gz,sub-A133/ses-BRATS/anat/sub-A133_ses-BRATS_T2w.nii.gz,sub-A133/ses-BRATS/anat/sub-A133_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A133/anat/healthygmm.nii.gz
sub-A134/ses-BRATS/anat/sub-A134_ses-BRATS_ce_T1w.nii.gz,sub-A134/ses-BRATS/anat/sub-A134_ses-BRATS_T1w.nii.gz,sub-A134/ses-BRATS/anat/sub-A134_ses-BRATS_T2w.nii.gz,sub-A134/ses-BRATS/anat/sub-A134_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A134/anat/healthygmm.nii.gz
sub-A135/ses-BRATS/anat/sub-A135_ses-BRATS_ce_T1w.nii.gz,sub-A135/ses-BRATS/anat/sub-A135_ses-BRATS_T1w.nii.gz,sub-A135/ses-BRATS/anat/sub-A135_ses-BRATS_T2w.nii.gz,sub-A135/ses-BRATS/anat/sub-A135_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A135/anat/healthygmm.nii.gz
sub-A136/ses-BRATS/anat/sub-A136_ses-BRATS_ce_T1w.nii.gz,sub-A136/ses-BRATS/anat/sub-A136_ses-BRATS_T1w.nii.gz,sub-A136/ses-BRATS/anat/sub-A136_ses-BRATS_T2w.nii.gz,sub-A136/ses-BRATS/anat/sub-A136_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A136/anat/healthygmm.nii.gz
sub-A137/ses-BRATS/anat/sub-A137_ses-BRATS_ce_T1w.nii.gz,sub-A137/ses-BRATS/anat/sub-A137_ses-BRATS_T1w.nii.gz,sub-A137/ses-BRATS/anat/sub-A137_ses-BRATS_T2w.nii.gz,sub-A137/ses-BRATS/anat/sub-A137_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A137/anat/healthygmm.nii.gz
sub-A138/ses-BRATS/anat/sub-A138_ses-BRATS_ce_T1w.nii.gz,sub-A138/ses-BRATS/anat/sub-A138_ses-BRATS_T1w.nii.gz,sub-A138/ses-BRATS/anat/sub-A138_ses-BRATS_T2w.nii.gz,sub-A138/ses-BRATS/anat/sub-A138_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A138/anat/healthygmm.nii.gz
sub-A139/ses-BRATS/anat/sub-A139_ses-BRATS_ce_T1w.nii.gz,sub-A139/ses-BRATS/anat/sub-A139_ses-BRATS_T1w.nii.gz,sub-A139/ses-BRATS/anat/sub-A139_ses-BRATS_T2w.nii.gz,sub-A139/ses-BRATS/anat/sub-A139_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A139/anat/healthygmm.nii.gz
sub-A140/ses-BRATS/anat/sub-A140_ses-BRATS_ce_T1w.nii.gz,sub-A140/ses-BRATS/anat/sub-A140_ses-BRATS_T1w.nii.gz,sub-A140/ses-BRATS/anat/sub-A140_ses-BRATS_T2w.nii.gz,sub-A140/ses-BRATS/anat/sub-A140_ses-BRATS_FLAIR.nii.gz,derivatives/gmm/sub-A140/anat/healthygmm.nii.gz
